@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute jaw-1 numeric
@attribute outputs-1 numeric

@data
1633,'2022/06/01 16:20:09:231',5,21.523117,?
1634,'2022/06/01 16:20:09:291',5,21.698029,?
1635,'2022/06/01 16:20:09:316',5,21.908474,?
1636,'2022/06/01 16:20:09:339',5,21.815657,?
1637,'2022/06/01 16:20:09:385',5,22.002073,?
1638,'2022/06/01 16:20:09:414',5,21.831877,?
1639,'2022/06/01 16:20:09:438',5,21.633591,?
1640,'2022/06/01 16:20:09:464',5,21.397818,?
1641,'2022/06/01 16:20:09:501',5,21.524904,?
1642,'2022/06/01 16:20:09:531',5,21.638954,?
1643,'2022/06/01 16:20:09:565',5,21.702614,?
1644,'2022/06/01 16:20:09:598',5,21.808245,?
1645,'2022/06/01 16:20:09:649',5,21.830162,?
1646,'2022/06/01 16:20:09:685',5,21.658239,?
1647,'2022/06/01 16:20:09:707',5,21.635094,?
1648,'2022/06/01 16:20:09:748',5,21.366951,?
1649,'2022/06/01 16:20:09:770',5,21.522333,?
1650,'2022/06/01 16:20:09:817',5,21.564264,?
1651,'2022/06/01 16:20:09:839',5,21.588005,?
1652,'2022/06/01 16:20:09:864',5,21.49427,?
1653,'2022/06/01 16:20:09:898',5,21.61581,?
1654,'2022/06/01 16:20:09:932',5,21.587923,?
1655,'2022/06/01 16:20:09:966',5,21.608051,?
1656,'2022/06/01 16:20:10:015',5,21.590704,?
1657,'2022/06/01 16:20:10:051',5,21.53689,?
1658,'2022/06/01 16:20:10:073',5,21.533127,?
1659,'2022/06/01 16:20:10:117',5,21.631948,?
1660,'2022/06/01 16:20:10:140',5,21.622566,?
1661,'2022/06/01 16:20:10:191',5,21.40209,?
1662,'2022/06/01 16:20:10:226',5,21.425379,?
1663,'2022/06/01 16:20:10:252',5,21.10284,?
1664,'2022/06/01 16:20:10:275',5,21.13142,?
1665,'2022/06/01 16:20:10:299',5,21.233274,?
1666,'2022/06/01 16:20:10:340',5,21.086098,?
1667,'2022/06/01 16:20:10:381',5,21.161999,?
1668,'2022/06/01 16:20:10:414',5,21.216242,?
1669,'2022/06/01 16:20:10:447',5,21.061266,?
1670,'2022/06/01 16:20:10:480',5,21.196848,?
1671,'2022/06/01 16:20:10:510',5,21.247192,?
1672,'2022/06/01 16:20:10:548',5,21.255735,?
1673,'2022/06/01 16:20:10:569',5,21.407429,?
1674,'2022/06/01 16:20:10:616',5,21.321091,?
1675,'2022/06/01 16:20:10:638',5,21.376999,?
1676,'2022/06/01 16:20:10:663',5,21.276426,?
1677,'2022/06/01 16:20:10:697',5,21.134851,?
1678,'2022/06/01 16:20:10:749',5,20.879583,?
1679,'2022/06/01 16:20:10:784',5,20.794209,?
1680,'2022/06/01 16:20:10:815',5,21.267677,?
1681,'2022/06/01 16:20:10:847',5,21.051607,?
1682,'2022/06/01 16:20:10:885',5,21.144781,?
1683,'2022/06/01 16:20:10:909',5,21.26619,?
1684,'2022/06/01 16:20:10:959',5,21.421669,?
1685,'2022/06/01 16:20:10:983',5,21.494976,?
1686,'2022/06/01 16:20:11:006',5,21.548521,?
1687,'2022/06/01 16:20:11:050',5,21.580566,?
1688,'2022/06/01 16:20:11:080',5,21.425251,?
1689,'2022/06/01 16:20:11:127',5,21.515205,?
1690,'2022/06/01 16:20:11:155',5,21.325287,?
1691,'2022/06/01 16:20:11:178',5,21.544872,?
1692,'2022/06/01 16:20:11:216',5,21.204493,?
1693,'2022/06/01 16:20:11:249',5,21.08424,?
1694,'2022/06/01 16:20:11:284',5,21.297386,?
1695,'2022/06/01 16:20:11:307',5,21.10117,?
1696,'2022/06/01 16:20:11:352',5,21.397942,?
1697,'2022/06/01 16:20:11:379',5,21.408648,?
1698,'2022/06/01 16:20:11:411',5,21.575962,?
1699,'2022/06/01 16:20:11:435',5,21.578581,?
1700,'2022/06/01 16:20:11:483',5,21.466496,?
1701,'2022/06/01 16:20:11:522',5,21.750229,?
1702,'2022/06/01 16:20:11:544',5,21.659435,?
1703,'2022/06/01 16:20:11:583',5,21.673836,?
1704,'2022/06/01 16:20:11:622',5,21.878445,?
1705,'2022/06/01 16:20:11:645',5,21.758656,?
1706,'2022/06/01 16:20:11:685',5,21.685928,?
1707,'2022/06/01 16:20:11:707',5,21.411549,?
1708,'2022/06/01 16:20:11:753',5,21.249609,?
1709,'2022/06/01 16:20:11:776',5,21.279301,?
1710,'2022/06/01 16:20:11:819',5,21.363094,?
1711,'2022/06/01 16:20:11:847',5,21.215878,?
1712,'2022/06/01 16:20:11:882',5,21.451286,?
1713,'2022/06/01 16:20:11:915',5,21.253809,?
1714,'2022/06/01 16:20:11:949',5,21.373625,?
1715,'2022/06/01 16:20:11:984',5,21.233261,?
1716,'2022/06/01 16:20:12:016',5,21.339958,?
1717,'2022/06/01 16:20:12:051',5,21.273722,?
1718,'2022/06/01 16:20:12:074',5,21.236921,?
1719,'2022/06/01 16:20:12:119',5,21.21641,?
1720,'2022/06/01 16:20:12:142',5,21.505074,?
1721,'2022/06/01 16:20:12:184',5,21.24711,?
1722,'2022/06/01 16:20:12:218',5,21.275043,?
1723,'2022/06/01 16:20:12:251',5,21.151783,?
1724,'2022/06/01 16:20:12:285',5,21.300486,?
1725,'2022/06/01 16:20:12:316',5,21.18293,?
1726,'2022/06/01 16:20:12:350',5,21.325487,?
1727,'2022/06/01 16:20:12:383',5,21.351114,?
1728,'2022/06/01 16:20:12:417',5,21.383154,?
1729,'2022/06/01 16:20:12:443',5,21.150438,?
1730,'2022/06/01 16:20:12:486',5,21.237049,?
1731,'2022/06/01 16:20:12:510',5,21.068777,?
1732,'2022/06/01 16:20:12:551',5,21.113771,?
1733,'2022/06/01 16:20:12:607',5,20.786716,?
1734,'2022/06/01 16:20:12:635',5,20.734056,?
1735,'2022/06/01 16:20:12:663',5,20.471857,?
1736,'2022/06/01 16:20:12:692',5,20.662647,?
1737,'2022/06/01 16:20:12:717',5,20.579229,?
1738,'2022/06/01 16:20:12:751',5,20.763998,?
1739,'2022/06/01 16:20:12:784',5,20.950701,?
1740,'2022/06/01 16:20:12:815',5,20.972605,?
1741,'2022/06/01 16:20:12:850',5,21.048094,?
1742,'2022/06/01 16:20:12:872',5,21.338564,?
1743,'2022/06/01 16:20:12:916',5,21.225122,?
1744,'2022/06/01 16:20:12:967',5,21.127247,?
1745,'2022/06/01 16:20:12:988',5,21.194016,?
1746,'2022/06/01 16:20:13:016',5,21.118856,?
1747,'2022/06/01 16:20:13:050',5,21.007395,?
1748,'2022/06/01 16:20:13:085',5,20.997911,?
1749,'2022/06/01 16:20:13:118',5,21.344406,?
1750,'2022/06/01 16:20:13:150',5,21.113729,?
1751,'2022/06/01 16:20:13:187',5,21.256281,?
1752,'2022/06/01 16:20:13:217',5,21.179399,?
1753,'2022/06/01 16:20:13:243',5,21.220472,?
1754,'2022/06/01 16:20:13:284',5,21.261465,?
1755,'2022/06/01 16:20:13:338',5,21.221273,?
1756,'2022/06/01 16:20:13:360',5,21.213175,?
1757,'2022/06/01 16:20:13:402',5,21.255579,?
1758,'2022/06/01 16:20:13:426',5,21.24707,?
1759,'2022/06/01 16:20:13:453',5,21.159315,?
1760,'2022/06/01 16:20:13:492',5,21.298769,?
1761,'2022/06/01 16:20:13:519',5,21.32794,?
1762,'2022/06/01 16:20:13:550',5,21.486334,?
1763,'2022/06/01 16:20:28:276',6,23.748178,?
1764,'2022/06/01 16:20:28:298',6,23.698538,?
1765,'2022/06/01 16:20:28:327',6,23.781891,?
1766,'2022/06/01 16:20:28:363',6,23.725592,?
1767,'2022/06/01 16:20:28:394',6,23.648811,?
1768,'2022/06/01 16:20:28:426',6,23.566057,?
1769,'2022/06/01 16:20:28:461',6,23.55571,?
1770,'2022/06/01 16:20:28:497',6,23.544971,?
1771,'2022/06/01 16:20:28:546',6,23.615362,?
1772,'2022/06/01 16:20:28:568',6,23.416262,?
1773,'2022/06/01 16:20:28:610',6,23.326332,?
1774,'2022/06/01 16:20:28:622',6,23.277418,?
1775,'2022/06/01 16:20:28:678',6,23.170124,?
1776,'2022/06/01 16:20:28:701',6,23.151892,?
1777,'2022/06/01 16:20:28:726',6,23.119551,?
1778,'2022/06/01 16:20:28:762',6,23.252121,?
1779,'2022/06/01 16:20:28:796',6,23.253372,?
1780,'2022/06/01 16:20:28:828',6,23.240269,?
1781,'2022/06/01 16:20:28:861',6,23.183439,?
1782,'2022/06/01 16:20:28:914',6,23.186918,?
1783,'2022/06/01 16:20:28:946',6,23.15188,?
1784,'2022/06/01 16:20:28:980',6,23.186272,?
1785,'2022/06/01 16:20:29:004',6,23.200397,?
1786,'2022/06/01 16:20:29:047',6,23.120089,?
1787,'2022/06/01 16:20:29:070',6,23.205902,?
1788,'2022/06/01 16:20:29:115',6,23.254025,?
1789,'2022/06/01 16:20:29:138',6,23.366785,?
1790,'2022/06/01 16:20:29:161',6,23.286648,?
1791,'2022/06/01 16:20:29:194',6,23.205992,?
1792,'2022/06/01 16:20:29:229',6,23.2033,?
1793,'2022/06/01 16:20:29:278',6,23.12746,?
1794,'2022/06/01 16:20:29:313',6,23.202555,?
1795,'2022/06/01 16:20:29:335',6,23.115992,?
1796,'2022/06/01 16:20:29:379',6,22.95368,?
1797,'2022/06/01 16:20:29:411',6,23.085052,?
1798,'2022/06/01 16:20:29:434',6,23.216978,?
1799,'2022/06/01 16:20:29:478',6,23.322199,?
1800,'2022/06/01 16:20:29:501',6,23.352072,?
1801,'2022/06/01 16:20:29:529',6,23.393553,?
1802,'2022/06/01 16:20:29:563',6,23.432005,?
1803,'2022/06/01 16:20:29:596',6,23.867298,?
1804,'2022/06/01 16:20:29:651',6,24.002731,?
1805,'2022/06/01 16:20:29:680',6,23.944401,?
1806,'2022/06/01 16:20:29:714',6,23.874853,?
1807,'2022/06/01 16:20:29:737',6,23.83536,?
1808,'2022/06/01 16:20:29:780',6,23.817316,?
1809,'2022/06/01 16:20:29:802',6,23.947834,?
1810,'2022/06/01 16:20:29:849',6,24.046535,?
1811,'2022/06/01 16:20:29:872',6,24.210806,?
1812,'2022/06/01 16:20:29:914',6,24.030804,?
1813,'2022/06/01 16:20:29:936',6,24.130678,?
1814,'2022/06/01 16:20:29:961',6,24.08695,?
1815,'2022/06/01 16:20:30:016',6,24.135128,?
1816,'2022/06/01 16:20:30:046',6,23.94746,?
1817,'2022/06/01 16:20:30:079',6,23.89871,?
1818,'2022/06/01 16:20:30:112',6,23.954218,?
1819,'2022/06/01 16:20:30:146',6,23.78767,?
1820,'2022/06/01 16:20:30:170',6,23.499683,?
1821,'2022/06/01 16:20:30:215',6,23.968464,?
1822,'2022/06/01 16:20:30:241',6,23.743734,?
1823,'2022/06/01 16:20:30:271',6,23.850246,?
1824,'2022/06/01 16:20:30:313',6,23.970642,?
1825,'2022/06/01 16:20:30:335',6,24.019772,?
1826,'2022/06/01 16:20:30:379',6,24.092861,?
1827,'2022/06/01 16:20:30:411',6,23.997721,?
1828,'2022/06/01 16:20:30:445',6,23.961864,?
1829,'2022/06/01 16:20:30:479',6,23.365988,?
1830,'2022/06/01 16:20:30:512',6,24.080887,?
1831,'2022/06/01 16:20:30:549',6,23.625847,?
1832,'2022/06/01 16:20:30:573',6,23.960665,?
1833,'2022/06/01 16:20:30:613',6,23.851871,?
1834,'2022/06/01 16:20:30:635',6,23.94824,?
1835,'2022/06/01 16:20:30:681',6,24.202433,?
1836,'2022/06/01 16:20:30:705',6,24.209646,?
1837,'2022/06/01 16:20:30:747',6,24.284569,?
1838,'2022/06/01 16:20:30:779',6,24.421091,?
1839,'2022/06/01 16:20:30:814',6,24.381157,?
1840,'2022/06/01 16:20:30:847',6,24.382027,?
1841,'2022/06/01 16:20:30:879',6,24.206266,?
1842,'2022/06/01 16:20:30:913',6,24.260803,?
1843,'2022/06/01 16:20:30:937',6,24.279993,?
1844,'2022/06/01 16:20:30:981',6,24.300962,?
1845,'2022/06/01 16:20:31:004',6,23.911724,?
1846,'2022/06/01 16:20:31:049',6,24.27035,?
1847,'2022/06/01 16:20:31:071',6,24.524481,?
1848,'2022/06/01 16:20:31:114',6,24.568832,?
1849,'2022/06/01 16:20:31:147',6,24.459412,?
1850,'2022/06/01 16:20:31:180',6,24.606573,?
1851,'2022/06/01 16:20:31:217',6,24.412962,?
1852,'2022/06/01 16:20:31:247',6,24.295523,?
1853,'2022/06/01 16:20:31:281',6,24.13739,?
1854,'2022/06/01 16:20:31:314',6,24.230488,?
1855,'2022/06/01 16:20:31:336',6,24.050995,?
1856,'2022/06/01 16:20:31:380',6,24.17786,?
1857,'2022/06/01 16:20:31:402',6,24.266909,?
1858,'2022/06/01 16:20:31:447',6,24.444298,?
1859,'2022/06/01 16:20:31:480',6,24.079334,?
1860,'2022/06/01 16:20:31:515',6,24.355726,?
1861,'2022/06/01 16:20:31:547',6,24.553982,?
1862,'2022/06/01 16:20:31:580',6,24.431812,?
1863,'2022/06/01 16:20:31:614',6,23.872219,?
1864,'2022/06/01 16:20:31:652',6,24.007431,?
1865,'2022/06/01 16:20:31:677',6,24.010714,?
1866,'2022/06/01 16:20:31:713',6,23.985237,?
1867,'2022/06/01 16:20:31:748',6,24.179464,?
1868,'2022/06/01 16:20:31:772',6,24.182257,?
1869,'2022/06/01 16:20:31:817',6,24.185448,?
1870,'2022/06/01 16:20:31:847',6,24.371819,?
1871,'2022/06/01 16:20:31:880',6,24.268515,?
1872,'2022/06/01 16:20:31:916',6,24.134754,?
1873,'2022/06/01 16:20:31:947',6,24.255964,?
1874,'2022/06/01 16:20:31:979',6,24.415878,?
1875,'2022/06/01 16:20:32:014',6,24.375765,?
1876,'2022/06/01 16:20:32:047',6,24.346029,?
1877,'2022/06/01 16:20:32:081',6,24.434435,?
1878,'2022/06/01 16:20:32:115',6,24.211861,?
1879,'2022/06/01 16:20:32:138',6,24.378645,?
1880,'2022/06/01 16:20:32:181',6,24.480373,?
1881,'2022/06/01 16:20:32:204',6,24.40938,?
1882,'2022/06/01 16:20:32:249',6,24.549658,?
1883,'2022/06/01 16:20:32:282',6,24.460009,?
1884,'2022/06/01 16:20:32:314',6,24.412275,?
1885,'2022/06/01 16:20:32:348',6,24.359005,?
1886,'2022/06/01 16:20:32:382',6,24.530115,?
1887,'2022/06/01 16:20:32:414',6,24.779675,?
1888,'2022/06/01 16:20:32:446',6,24.952602,?
1889,'2022/06/01 16:20:32:482',6,24.898899,?
1890,'2022/06/01 16:20:32:504',6,24.804707,?
1891,'2022/06/01 16:20:32:551',6,24.885433,?
1892,'2022/06/01 16:20:32:574',6,25.0187,?
1893,'2022/06/01 16:20:32:633',6,25.178841,?
1894,'2022/06/01 16:20:32:655',6,25.346497,?
1895,'2022/06/01 16:20:32:681',6,25.311224,?
1896,'2022/06/01 16:20:32:717',6,25.461464,?
1897,'2022/06/01 16:20:32:751',6,25.528709,?
1898,'2022/06/01 16:20:32:784',6,25.468719,?
1899,'2022/06/01 16:20:32:813',6,25.577827,?
1900,'2022/06/01 16:20:32:847',6,25.721415,?
1901,'2022/06/01 16:20:32:882',6,25.885218,?
1902,'2022/06/01 16:20:32:905',6,26.03388,?
1903,'2022/06/01 16:20:32:948',6,25.99798,?
1904,'2022/06/01 16:20:32:997',6,25.968,?
1905,'2022/06/01 16:20:33:019',6,26.052256,?
1906,'2022/06/01 16:20:33:048',6,26.083706,?
1907,'2022/06/01 16:20:33:080',6,26.024258,?
1908,'2022/06/01 16:20:33:115',6,26.005213,?
1909,'2022/06/01 16:20:33:149',6,26.050625,?
1910,'2022/06/01 16:20:33:182',6,25.979004,?
1911,'2022/06/01 16:20:33:215',6,25.927282,?
1912,'2022/06/01 16:20:33:249',6,26.085394,?
1913,'2022/06/01 16:20:33:282',6,25.938433,?
1914,'2022/06/01 16:20:33:305',6,26.092693,?
1915,'2022/06/01 16:20:33:366',6,26.006498,?
1916,'2022/06/01 16:20:33:390',6,25.950933,?
1917,'2022/06/01 16:20:33:433',6,26.033237,?
1918,'2022/06/01 16:20:33:465',6,26.032778,?
1919,'2022/06/01 16:20:33:495',6,26.058613,?
1920,'2022/06/01 16:20:33:518',6,26.003086,?
1921,'2022/06/01 16:20:33:549',6,25.932184,?
1922,'2022/06/01 16:20:33:581',6,25.900156,?
1923,'2022/06/01 16:20:33:615',6,25.930948,?
1924,'2022/06/01 16:20:33:648',6,25.943714,?
1925,'2022/06/01 16:20:33:684',6,25.731592,?
1926,'2022/06/01 16:20:33:731',6,25.671463,?
1927,'2022/06/01 16:20:33:753',6,25.553656,?
1928,'2022/06/01 16:20:33:799',6,25.459673,?
1929,'2022/06/01 16:20:33:822',6,25.505915,?
1930,'2022/06/01 16:20:33:848',6,25.518499,?
1931,'2022/06/01 16:20:33:882',6,25.5222,?
1932,'2022/06/01 16:20:33:916',6,25.331022,?
1933,'2022/06/01 16:20:33:948',6,25.19566,?
1934,'2022/06/01 16:20:33:986',6,25.207136,?
1935,'2022/06/01 16:20:34:009',6,25.299372,?
1936,'2022/06/01 16:20:34:049',6,25.269972,?
1937,'2022/06/01 16:20:34:100',6,25.274923,?
1938,'2022/06/01 16:20:34:125',6,25.3974,?
1939,'2022/06/01 16:20:34:172',6,25.377544,?
1940,'2022/06/01 16:20:34:201',6,25.440479,?
1941,'2022/06/01 16:20:34:225',6,25.501783,?
1942,'2022/06/01 16:20:34:271',6,25.547867,?
1943,'2022/06/01 16:20:34:302',6,25.478029,?
1944,'2022/06/01 16:20:34:328',6,25.489231,?
1945,'2022/06/01 16:20:34:350',6,25.531288,?
1946,'2022/06/01 16:20:34:383',6,25.655043,?
1947,'2022/06/01 16:20:34:416',6,25.563255,?
1948,'2022/06/01 16:20:34:466',6,25.460911,?
1949,'2022/06/01 16:20:34:488',6,25.419102,?
1950,'2022/06/01 16:20:34:534',6,25.307718,?
1951,'2022/06/01 16:20:34:557',6,25.204712,?
1952,'2022/06/01 16:20:34:607',6,25.121237,?
1953,'2022/06/01 16:20:34:630',6,25.002687,?
1954,'2022/06/01 16:20:34:653',6,24.910831,?
1955,'2022/06/01 16:20:34:682',6,24.112307,?
1956,'2022/06/01 16:20:34:717',6,23.396492,?
1957,'2022/06/01 16:20:34:749',6,23.064287,?
1958,'2022/06/01 16:20:34:783',6,23.346046,?
1959,'2022/06/01 16:20:34:836',6,23.5714,?
1960,'2022/06/01 16:20:34:859',6,23.526674,?
1961,'2022/06/01 16:20:34:903',6,23.616011,?
1962,'2022/06/01 16:20:34:926',6,23.320639,?
1963,'2022/06/01 16:20:34:967',6,23.440805,?
1964,'2022/06/01 16:20:34:990',6,23.170631,?
1965,'2022/06/01 16:20:35:034',6,23.811916,?
1966,'2022/06/01 16:20:35:057',6,24.460503,?
1967,'2022/06/01 16:20:35:081',6,24.578773,?
1968,'2022/06/01 16:20:35:116',6,24.341433,?
1969,'2022/06/01 16:20:35:149',6,24.189783,?
1970,'2022/06/01 16:20:35:201',6,23.963251,?
1971,'2022/06/01 16:20:35:234',6,23.74571,?
1972,'2022/06/01 16:20:35:256',6,23.837252,?
1973,'2022/06/01 16:20:35:301',6,24.11928,?
1974,'2022/06/01 16:20:35:330',6,24.118462,?
1975,'2022/06/01 16:20:35:353',6,23.975904,?
1976,'2022/06/01 16:20:35:400',6,23.813845,?
1977,'2022/06/01 16:20:35:424',6,24.124153,?
1978,'2022/06/01 16:20:35:467',6,24.490511,?
1979,'2022/06/01 16:20:35:490',6,24.469315,?
1980,'2022/06/01 16:20:35:512',6,24.556583,?
1981,'2022/06/01 16:20:35:566',6,24.771101,?
1982,'2022/06/01 16:20:35:600',6,24.611948,?
1983,'2022/06/01 16:20:35:635',6,24.216564,?
1984,'2022/06/01 16:20:35:658',6,24.076332,?
1985,'2022/06/01 16:20:35:700',6,24.25601,?
1986,'2022/06/01 16:20:35:727',6,24.199432,?
1987,'2022/06/01 16:20:35:769',6,24.15485,?
1988,'2022/06/01 16:20:35:792',6,23.95005,?
1989,'2022/06/01 16:20:35:841',6,23.994701,?
1990,'2022/06/01 16:20:35:866',6,23.904711,?
1991,'2022/06/01 16:20:35:889',6,23.723215,?
1992,'2022/06/01 16:20:35:933',6,23.618828,?
1993,'2022/06/01 16:20:35:968',6,24.360889,?
1994,'2022/06/01 16:20:36:000',6,24.592215,?
1995,'2022/06/01 16:20:36:035',6,24.422583,?
1996,'2022/06/01 16:20:36:059',6,24.303238,?
1997,'2022/06/01 16:20:36:098',6,24.250679,?
1998,'2022/06/01 16:20:36:121',6,24.231997,?
1999,'2022/06/01 16:20:36:167',6,24.144859,?
2000,'2022/06/01 16:20:36:190',6,24.04632,?
2001,'2022/06/01 16:20:36:217',6,23.89595,?
2002,'2022/06/01 16:20:36:250',6,24.015886,?
2003,'2022/06/01 16:20:36:303',6,23.890371,?
2004,'2022/06/01 16:20:36:334',6,23.766159,?
2005,'2022/06/01 16:20:36:367',6,23.830351,?
2006,'2022/06/01 16:20:36:401',6,23.85363,?
2007,'2022/06/01 16:20:36:435',6,23.841726,?
2008,'2022/06/01 16:20:36:458',6,23.846024,?
2009,'2022/06/01 16:20:36:501',6,23.767485,?
2010,'2022/06/01 16:20:36:524',6,23.686131,?
2011,'2022/06/01 16:20:36:568',6,23.499281,?
2012,'2022/06/01 16:20:36:590',6,23.570387,?
2013,'2022/06/01 16:20:36:617',6,23.786768,?
2014,'2022/06/01 16:20:36:667',6,23.591295,?
2015,'2022/06/01 16:20:36:699',6,23.642841,?
2016,'2022/06/01 16:20:36:733',6,23.898008,?
2017,'2022/06/01 16:20:36:766',6,24.10323,?
2018,'2022/06/01 16:20:36:800',6,24.159353,?
2019,'2022/06/01 16:20:36:836',6,23.957172,?
2020,'2022/06/01 16:20:36:858',6,24.151339,?
2021,'2022/06/01 16:20:36:902',6,23.779369,?
2022,'2022/06/01 16:20:36:925',6,23.620211,?
2023,'2022/06/01 16:20:36:969',6,23.981035,?
2024,'2022/06/01 16:20:36:992',6,24.32094,?
2025,'2022/06/01 16:20:37:017',6,24.416691,?
2026,'2022/06/01 16:20:37:068',6,24.230297,?
2027,'2022/06/01 16:20:37:101',6,24.329073,?
2028,'2022/06/01 16:20:37:135',6,24.142864,?
2029,'2022/06/01 16:20:37:167',6,23.993563,?
2030,'2022/06/01 16:20:37:201',6,23.966463,?
2031,'2022/06/01 16:20:37:234',6,24.009693,?
2032,'2022/06/01 16:20:37:258',6,24.012688,?
2033,'2022/06/01 16:20:37:303',6,24.076063,?
2034,'2022/06/01 16:20:37:326',6,24.0889,?
2035,'2022/06/01 16:20:37:371',6,23.703339,?
2036,'2022/06/01 16:20:37:394',6,23.285748,?
2037,'2022/06/01 16:20:37:437',6,23.766205,?
2038,'2022/06/01 16:20:37:470',6,24.091585,?
2039,'2022/06/01 16:20:37:502',6,24.158657,?
2040,'2022/06/01 16:20:37:544',6,24.148533,?
2041,'2022/06/01 16:20:37:569',6,23.955755,?
2042,'2022/06/01 16:20:37:592',6,23.977394,?
2043,'2022/06/01 16:20:37:636',6,23.874125,?
2044,'2022/06/01 16:20:37:659',6,23.846413,?
2045,'2022/06/01 16:20:37:703',6,24.053295,?
2046,'2022/06/01 16:20:37:725',6,24.015398,?
2047,'2022/06/01 16:20:37:768',6,23.950306,?
2048,'2022/06/01 16:20:37:802',6,23.994606,?
2049,'2022/06/01 16:20:37:834',6,23.915352,?
2050,'2022/06/01 16:20:37:868',6,23.942465,?
2051,'2022/06/01 16:20:37:900',6,23.886105,?
2052,'2022/06/01 16:20:37:934',6,23.854296,?
2053,'2022/06/01 16:20:37:968',6,23.863337,?
2054,'2022/06/01 16:20:38:001',6,23.809433,?
2055,'2022/06/01 16:20:38:024',6,23.903379,?
2056,'2022/06/01 16:20:38:071',6,23.927753,?
2057,'2022/06/01 16:20:38:094',6,23.984205,?
2058,'2022/06/01 16:20:38:135',6,24.201817,?
2059,'2022/06/01 16:20:38:168',6,24.221079,?
2060,'2022/06/01 16:20:38:202',6,24.347723,?
2061,'2022/06/01 16:20:38:235',6,24.566362,?
2062,'2022/06/01 16:20:38:269',6,24.714447,?
2063,'2022/06/01 16:20:38:304',6,24.718534,?
2064,'2022/06/01 16:20:38:336',6,24.658218,?
2065,'2022/06/01 16:20:38:370',6,24.660406,?
2066,'2022/06/01 16:20:38:393',6,24.762728,?
2067,'2022/06/01 16:20:38:437',6,24.408735,?
2068,'2022/06/01 16:20:38:460',6,24.181458,?
2069,'2022/06/01 16:20:38:502',6,24.415531,?
2070,'2022/06/01 16:20:38:537',6,24.294281,?
2071,'2022/06/01 16:20:38:569',6,24.448378,?
2072,'2022/06/01 16:20:38:602',6,24.487919,?
2073,'2022/06/01 16:20:38:635',6,24.205618,?
2074,'2022/06/01 16:20:38:669',6,24.449953,?
2075,'2022/06/01 16:20:38:702',6,24.319477,?
2076,'2022/06/01 16:20:38:735',6,24.421854,?
2077,'2022/06/01 16:20:38:769',6,24.476398,?
2078,'2022/06/01 16:20:38:794',6,24.409241,?
2079,'2022/06/01 16:20:38:837',6,24.39337,?
2080,'2022/06/01 16:20:38:859',6,24.465984,?
2081,'2022/06/01 16:20:38:923',6,24.252636,?
2082,'2022/06/01 16:20:38:950',6,24.543991,?
2083,'2022/06/01 16:20:38:976',6,24.53837,?
2084,'2022/06/01 16:20:39:000',6,24.250837,?
2085,'2022/06/01 16:20:39:036',6,24.365805,?
2086,'2022/06/01 16:20:39:069',6,23.959671,?
2087,'2022/06/01 16:20:39:101',6,23.999201,?
2088,'2022/06/01 16:20:39:136',6,24.170403,?
2089,'2022/06/01 16:20:39:169',6,24.474199,?
2090,'2022/06/01 16:20:39:203',6,24.707567,?
2091,'2022/06/01 16:20:39:227',6,24.634762,?
2092,'2022/06/01 16:20:39:286',6,24.549152,?
2093,'2022/06/01 16:20:39:309',6,24.709415,?
2094,'2022/06/01 16:20:39:353',6,24.811443,?
2095,'2022/06/01 16:20:39:375',6,24.84543,?
2096,'2022/06/01 16:20:39:417',6,24.862915,?
2097,'2022/06/01 16:20:39:440',6,24.773287,?
2098,'2022/06/01 16:20:39:474',6,24.44055,?
2099,'2022/06/01 16:20:39:503',6,24.343811,?
2100,'2022/06/01 16:20:39:536',6,24.145296,?
2101,'2022/06/01 16:20:39:572',6,23.634884,?
2102,'2022/06/01 16:20:39:595',6,23.397308,?
2103,'2022/06/01 16:20:39:654',6,23.218044,?
2104,'2022/06/01 16:20:39:676',6,23.056213,?
2105,'2022/06/01 16:20:40:098',6,16.601025,?
2106,'2022/06/01 16:20:40:122',6,17.049004,?
2107,'2022/06/01 16:20:40:144',6,17.478933,?
2108,'2022/06/01 16:20:40:167',6,16.690571,?
2109,'2022/06/01 16:20:40:201',6,16.674019,?
2110,'2022/06/01 16:20:40:236',6,16.755795,?
2111,'2022/06/01 16:20:40:269',6,16.782335,?
2112,'2022/06/01 16:20:40:304',6,16.983616,?
2113,'2022/06/01 16:20:40:336',6,16.493095,?
2114,'2022/06/01 16:20:40:392',6,17.006163,?
2115,'2022/06/01 16:20:40:424',6,17.020817,?
2116,'2022/06/01 16:20:40:446',6,16.845545,?
2117,'2022/06/01 16:20:40:487',6,16.920826,?
2118,'2022/06/01 16:20:40:509',6,16.797663,?
2119,'2022/06/01 16:20:40:536',6,16.892092,?
2120,'2022/06/01 16:20:40:570',6,16.55229,?
2121,'2022/06/01 16:20:40:603',6,16.687141,?
2122,'2022/06/01 16:20:40:636',6,16.759224,?
2123,'2022/06/01 16:20:40:670',6,16.624151,?
2124,'2022/06/01 16:20:40:705',6,16.648394,?
2125,'2022/06/01 16:20:40:757',6,16.705091,?
2126,'2022/06/01 16:20:40:789',6,16.789131,?
2127,'2022/06/01 16:20:41:354',6,17.801895,?
2128,'2022/06/01 16:20:41:378',6,16.791834,?
